Song Name,Singer Name,Song Audio,Type,Improved_Type,Mood_Tag,Final_Type
Ghani Bawri,Jyoti Nooran,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/744a7079-ffeb-4db4-aafe-b70937e16529.mp3,Other,Other,Neutral,Other
Shaitan Ka Saala,Vishal Dadlani,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/382714d1-a50d-4136-9e1b-fa798ab85372.mp3,Other,Other,Neutral,Other
Chhote Chhote Bhaiyon Ke Bade Bhaiyya, Udit Narayan | Kavita Krishnamurthy and Kumar Sanu,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/e836d415-7f11-402f-a887-a5a6fb1790b3.mp3,Other,Other,Neutral,Other
Ji Huzoor,Aditya Narayan,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a378851d-3a77-483c-bb63-62137c92f166.mp3,Other,Other,Neutral,Other
Jazba ,Shilpa Rao,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8cbc8595-8535-42a8-b338-b2cd58783a77.mp3,Other,Other,Neutral,Other
Jiya Re,Neeti Mohan ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/26811cd0-085f-4ba4-add0-a2eb531de8cf.mp3,Other,Other,Neutral,Other
Bebe Bapu,Harsh Likhari,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/1d2c2a69-411a-416a-bc69-265383e9c1ad.mp3,Other,Other,Neutral,Other
Papa Meri Jaan,Sonu Nigam,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/bf2d8c21-b59a-425e-9b8f-700d39341a58.mp3,Other,Romantic,Romantic,Romantic
Saari Duniya Jalaa Denge,B Praak,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/67767dc4-3191-40ec-91b2-72fbd0ada11b.mp3,Other,Other,Neutral,Other
 Kya Loge Tum ,B Praak,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a243be0b-2d7f-4d67-9ea5-d25d4477c122.mp3,Sad,Sad,Sad,Sad
Water Packet,Santhosh Narayanan | Shweta Moha,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/91f0a47d-e68f-466f-808d-83d509ebdcf4.mp3,Other,Other,Neutral,Other
Golden Sparrow,"Sublahshini | G V Prakash Kumar | Dhanush,Arivu",https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/458ba8b4-da05-49ad-a0aa-1d9bfe98602e.mp3,Other,Sad,Sad,Sad
Nallanchu Thellacheera,Sreerama Chandra | Sameera Bharadwaj,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/14f28cda-c57e-41d4-901a-9af52b2c7406.mp3,Other,Other,Neutral,Other
Jikki, Karthik & Ramya Behara,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7cbab744-6a60-4d94-9328-b1a086d9fdf9.mp3,Other,Other,Neutral,Other
Samayama,Anurag Kulkarni & Sithara Krishnakumar ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/65d2469e-ef78-49cd-a1c7-350180f3761b.mp3,Other,Other,Neutral,Other
Odiyamma,Dhruv Vikram | Shruti Haasan | Chinmayi Sripaada,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/92d8e301-119d-4061-aa8a-8e5e84ab1e08.mp3,Other,Other,Neutral,Other
Idhe Idhe,Hesham Abdul Wahab,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/fd145497-2022-4d1e-b6b7-0e9a800d8261.mp3,Other,Other,Neutral,Other
Needhe Needhe,Aavani Malhar,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a576c318-30ce-44a4-ba54-a0604c1f6cba.mp3,Other,Other,Neutral,Other
Chedhu Nijam,GEETHA MADHURI | VINEETH SREENIVASAN,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/cf42edaa-47d5-4e5e-bd46-d32f0404b5a1.mp3,Other,Other,Neutral,Other
EVARINI ADAGANU,Yazin Nizar,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/671942af-2d2d-4d01-a10b-ce10aa859807.mp3,Other,Other,Neutral,Other
 Ninnati Theepi,Sunitha Upadrasta,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c5926198-33c3-4c2d-b8b9-920cb3a51c0a.mp3,Other,Other,Neutral,Other
Kaanunna Kalyanam,Anurag Kulkarni | Sinduri S,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/f2d4e4b5-e967-4ada-a192-92b0b1c5b6da.mp3,Other,Other,Neutral,Other
Kalaavathi,Sid Sriram,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/4913f334-cf45-4ef4-a1db-3aa14a35462b.mp3,Other,Other,Neutral,Other
 Ma Ma Mahesha,Sri Krishna & Jonita Gandhi,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/094c76c8-73be-46c4-bce5-ea038a00ddb2.mp3,Other,Other,Neutral,Other
Ra Ra Reddy I’m Ready,Lipsika ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/d94f1c35-6084-4604-b4fa-17403953c9bf.mp3,Other,Other,Neutral,Other
Blockbuster,SS Thaman,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ab6fd465-2068-4036-a68c-20236111699b.mp3,Other,Other,Neutral,Other
Private Party,MC Vickey | M.M. Manasi,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/1d414af2-212b-4870-b397-d722077fae5b.mp3,Party,Party,Upbeat,Party
SEETI MAAR,Jaspreet Jasz & Rita,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/fd6207ae-1482-419e-b6ba-aa75c2592d7b.mp3,Other,Other,Neutral,Other
Shape of You,Ed Sheeran,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7511eb30-fef6-4eb0-9b3d-03edb636cd6f.mp3,Other,Other,Neutral,Other
Be Free,Vidya Vox,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/162626d3-1ec4-47d1-a619-dd5238c875e5.mp3,Other,Other,Neutral,Other
Kuttanadan Punjayile,Vidya Vox,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/71240ea2-5ab4-4c41-abe4-41fe64be7453.mp3,Other,Other,Neutral,Other
See You Again,Wiz Khalifa,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/77391d55-41ed-4a6c-a5b4-631b614c07e2.mp3,Other,Other,Neutral,Other
Uptown Funk,Mark Ronson,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/233958d2-81c6-4e15-a9be-6696a19c1797.mp3,Other,Other,Neutral,Other
Sorry,Justin Bieber,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8ec76457-48ad-40c7-893e-5b113110dfa0.mp3,Other,Other,Neutral,Other
Thinking Out Loud,Ed Sheeran,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/01ae9433-5e68-40b7-a49b-f6bb4fcf55f5.mp3,Other,Other,Neutral,Other
Counting Stars,OneRepublic,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/631c460b-aafd-4f84-9126-c5e6ad42ea78.mp3,Other,Other,Neutral,Other
Lean On,Major Lazer & DJ Snake,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/f4b16a77-9434-4a46-91b4-c513689fb8ce.mp3,Other,Other,Neutral,Other
 Faded,Alan Walker,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/97a430fc-7dbb-4641-a918-17df1aa11552.mp3,Other,Other,Neutral,Other
Girls Like You,Maroon 5,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/bf8f27ba-ff92-4e13-9eb1-1c4f94bbc0d8.mp3,Other,Other,Neutral,Other
Let Her Go,Passenger,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/1e31ced7-fa81-4e3a-b9e0-85b004a26ffe.mp3,Other,Other,Neutral,Other
Hello,Adele,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/be1fc8eb-caaf-4c02-a36d-96e86b01c0cf.mp3,Other,Other,Neutral,Other
Perfect,Ed Sheeran,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/157b819f-551b-4f4f-894a-d33d86aac727.mp3,Other,Other,Neutral,Other
We Don't Talk Anymore,Charlie Puth,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/df4be6bf-4f46-4db4-8b76-4345b84c9135.mp3,Other,Other,Neutral,Other
Rockabye,Clean Bandit,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/597ae8c3-8501-40a9-aac9-8721bf2df872.mp3,Other,Sad,Sad,Sad
This Is What You Came For,Calvin Harris | Rihanna,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7b581702-6092-4562-991f-e8bcb69e7f48.mp3,Other,Other,Neutral,Other
Chandelier,Sia,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/9a3d19ac-b04a-4df9-9711-363d749bcdb6.mp3,Other,Other,Neutral,Other
New Rules,Dua Lipa,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/83d0f05b-07cb-4dd0-a03b-ef54e85bdb82.mp3,Other,Other,Neutral,Other
Love Me Like You Do,Ellie Goulding,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/2a0a2b80-db74-4589-8506-ef0bc7e6b27e.mp3,Romantic,Romantic,Romantic,Romantic
Stressed Out,twenty one pilots,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7ff1512e-9f06-4599-bf5b-85e080a7291d.mp3,Other,Other,Neutral,Other
Love The Way You Lie,Eminem,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/aaa7a1b8-9154-4a83-a594-909c53b8206b.mp3,Romantic,Romantic,Romantic,Romantic
 Wake Me Up,Avicii,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/2934ad0d-658d-49a9-ac0d-250cc6543497.mp3,Other,Other,Neutral,Other
Treat You Better,Shawn Mendes,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/295087b2-e9e4-4d09-8ce7-03656455cc2d.mp3,Other,Other,Neutral,Other
The Lazy Song,Bruno Mars,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/b3547610-edf1-4864-9a3f-41e84de62328.mp3,Other,Other,Neutral,Other
Rude, MAGIC!,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ce564f83-9cce-4b06-88bb-355b079ff9f5.mp3,Other,Other,Neutral,Other
Something Just Like This,The Chainsmokers & Coldplay,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/6633ec47-40d6-461a-a8cc-7a6b11945772.mp3,Other,Other,Neutral,Other
All of Me,John Legend,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/959415b4-566f-4889-a66c-c0783b378c0b.mp3,Other,Other,Neutral,Other
 Havana,Camila Cabello,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/b1bd4b46-4da7-4354-80d5-84d0b9623f3b.mp3,Other,Other,Neutral,Other
 That’s What I Like,Bruno Mars,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/58cc1085-6edb-43de-a214-a9649047f604.mp3,Other,Other,Neutral,Other
Rolling in the Deep,Adele,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/afb32553-d89f-4c3d-a5ab-24172ec99034.mp3,Other,Sad,Sad,Sad
A Thousand Years,Christina Perri,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/b3c9be17-5252-4fbc-85a2-d5547e8e2512.mp3,Other,Other,Neutral,Other
Believer,Imagine Dragons,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/4bf6243f-392b-4ed9-8c4b-b66a425ed2e2.mp3,Other,Other,Neutral,Other
Love Yourself,Justin Bieber,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/0920f0ce-ad97-4832-adf3-63c0ecc7d946.mp3,Romantic,Romantic,Romantic,Romantic
Diamonds,Rihanna,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7e1466e0-0312-4efc-a15b-42e31fb5015d.mp3,Other,Other,Neutral,Other
Someone Like You,Adele,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/31d8c232-6971-4781-a975-0d6c9aada27f.mp3,Other,Other,Neutral,Other
Bang Bang,Jessie J,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/088bf3e8-1abe-41f7-8578-54b28e170145.mp3,Other,Other,Neutral,Other
The Hills,The Weeknd,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/4af8cb5b-c231-4737-9972-407e5c62dffb.mp3,Other,Other,Neutral,Other
Cheap Thrills,Sia,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/61cb3d18-2240-4125-b2ad-6a11eb5e8aa9.mp3,Other,Other,Neutral,Other
Just The Way You Are,Bruno Mars,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/164ca8fe-346f-4d1c-9824-5f132b0ffa38.mp3,Other,Other,Neutral,Other
Somebody That I Used To Know,Gotye,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/529019f9-9d40-4244-94a4-9f2dc79e6625.mp3,Other,Other,Neutral,Other
Numb,Linkin Park,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/557c4de6-c77d-4eb3-8aeb-d9fff47b0e6f.mp3,Other,Other,Neutral,Other
Burn,Ellie Goulding,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/f56cb3cf-d068-4d9c-8e69-70ceb9c658a7.mp3,Other,Other,Neutral,Other
Dusk Till Dawn,ZAYN,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/05b77040-9f9e-4536-9d22-94f2c25da0fc.mp3,Other,Other,Neutral,Other
Summer,Calvin Harris,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/04f250e8-004a-4619-b589-18df7c500cc9.mp3,Other,Other,Neutral,Other
Titanium,David Guetta,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/1d580f20-099a-43c1-9306-9d006d43cbbb.mp3,Other,Other,Neutral,Other
Paradise,Coldplay,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a281290c-d4f5-4f66-80c4-b9a5e5dd9986.mp3,Other,Other,Neutral,Other
Call Me Maybe,Coldplay,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ecad3781-fb25-4243-bfda-80a4805528b5.mp3,Other,Other,Neutral,Other
I'm Not The Only One,Sam Smith,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/4c4b0d29-1fd5-4592-895a-12a6b9baccab.mp3,Other,Other,Neutral,Other
Stitches,Shawn Mendes,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/431df6b2-0e8c-4220-bcf2-8f0199850f51.mp3,Other,Other,Neutral,Other
Firework,Katy Perry,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/afd843b7-7107-46d8-8aee-d8d3c9687520.mp3,Other,Other,Neutral,Other
CAN'T STOP THE FEELING!,Justin Timberlake,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/af69c016-801d-4a27-9f70-be06656ff00c.mp3,Other,Other,Neutral,Other
Timber,Pitbull |  Ke$ha,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/462c2e96-9fe3-4b12-ac56-cf0a61318698.mp3,Other,Other,Neutral,Other
Just Give Me A Reason,P!nk,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/4398f90b-ac17-4a99-a9b5-a5886d2bfa52.mp3,Other,Other,Neutral,Other
Radioactive,Imagine Dragons,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c6770223-5c31-40b2-b293-60c8764b920b.mp3,Other,Other,Neutral,Other
What Makes You Beautiful,One Direction,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/72b5b345-88bf-4d2a-ac4d-2b459a504980.mp3,Other,Other,Neutral,Other
I'm an Albatraoz,AronChupa | Little Sis Nora,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/1723fbae-65bd-4c87-a882-e8fd708fb109.mp3,Other,Other,Neutral,Other
Attention,Charlie Puth,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/42960ae0-2577-41ff-afe6-46d329d565a5.mp3,Other,Other,Neutral,Other
Say You Won't Let Go,James Arthur,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/bd895080-ea78-4205-8e50-eafff17b6479.mp3,Other,Other,Neutral,Other
Human,Rag'n'Bone Man,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/fa4e7a39-3de8-465e-a90c-d59b0619423b.mp3,Other,Other,Neutral,Other
La La La,Shakira,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/642da5b9-db5f-4e6b-8e17-e44e0e7e0bc4.mp3,Other,Other,Neutral,Other
Smells Like Teen Spirit,Nirvana,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/fd1c30a3-5a68-49d3-b68a-37f8481d72c3.mp3,Other,Other,Neutral,Other
Elastic Heart,Sia,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/518e8b44-0179-4c97-901f-d0e2ad53dceb.mp3,Other,Other,Neutral,Other
 Can't Feel My Face,The Weeknd,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/65946bef-11cc-49a6-98f7-6d6fddea2542.mp3,Other,Other,Neutral,Other
Wrecking Ball,Miley Cyrus,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/1fa9486f-a154-4ad2-b539-0616ee1e9d3a.mp3,Other,Other,Neutral,Other
Rap God (Explicit),Eminem,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/6df10b33-13f5-4e6f-87d7-f8a79c391e10.mp3,Other,Other,Neutral,Other
Break Free,Ariana Grande,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7929deb2-cca9-4970-8c2e-bea8f4061bb3.mp3,Other,Other,Neutral,Other
Stay With Me,Sam Smith,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/73ad1dc2-a611-414b-a690-bbcd54fc54a5.mp3,Other,Other,Neutral,Other
Zombie,The Cranberries,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8b8efa85-8410-4b63-a493-16fd78b54f03.mp3,Other,Other,Neutral,Other
Do I Wanna Know?,Arctic Monkeys,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/507c632d-814a-45bb-8d79-4431371ca62c.mp3,Other,Other,Neutral,Other
Rain Over Me,Pitbull,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a07bd4d6-ede2-42ea-bbe9-da472706db0a.mp3,Other,Other,Neutral,Other
Ride,twenty one pilots,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8ffb1daa-d353-4166-ab5b-8d7dd13fba75.mp3,Other,Other,Neutral,Other
7 Years,Lukas Graham,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/0b814b8a-3c18-4fa6-b89f-0aab53bdab60.mp3,Other,Other,Neutral,Other
Photograph,Ed Sheeran,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c83ae693-c033-4c5c-832b-faac5a32ba3b.mp3,Other,Other,Neutral,Other
Cold Water,Major Lazer | Justin Bieber & MØ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ac08993c-88d3-41d4-87e6-481a784ce27d.mp3,Other,Other,Neutral,Other
Grenade ,Bruno Mars,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7789c663-e2be-472f-ae83-bfc5cc5c521b.mp3,Other,Other,Neutral,Other
We Found Love,Rihanna,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/9096c1cb-d17e-42f0-b1ec-71cbff5ef4a8.mp3,Romantic,Romantic,Romantic,Romantic
Lose Yourself,Eminem,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/d6f21af3-070f-401b-88cb-2a2699d0f955.mp3,Other,Other,Neutral,Other
We Can't Stop,Miley Cyrus,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/aad29cb0-3b99-4227-a5cd-a2a489d3ace2.mp3,Other,Other,Neutral,Other
Let Me Love You ,DJ Snake | Justin Bieber,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/e914ab58-f7ff-4fdb-a28b-8e455fd31b02.mp3,Romantic,Romantic,Romantic,Romantic
One More Night,Maroon 5,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a8ab3bd9-bafe-4df6-a577-25682d739dcd.mp3,Other,Other,Neutral,Other
Drag Me Down,One Direction,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/9c249c8d-1352-4d1b-bd5b-23a15d3820da.mp3,Other,Other,Neutral,Other
The Scientist,Coldplay,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/f9f24eb0-8934-40c2-8288-8741e31d652a.mp3,Other,Other,Neutral,Other
Story of My Life,One Direction,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/cdd4f150-616a-4892-8ee2-629734eb6de4.mp3,Other,Happy,Upbeat,Happy
Royals (US Version),Lorde,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c4e89e36-1ffe-4a9a-9342-32200cb57ac9.mp3,Other,Sad,Sad,Sad
Demons,Imagine Dragons,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/0202b33d-256b-4c90-abcc-86889d8e57be.mp3,Other,Other,Neutral,Other
We Are Young,Janelle Monáe,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c3cb6188-7728-4ebf-ada1-ffc1cde67997.mp3,Other,Other,Neutral,Other
Psycho,Post Malone,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c674f7cf-f40e-464c-90cc-724bfd641b5f.mp3,Other,Other,Neutral,Other
Only Girl,Rihanna,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a2193c8b-c817-4a4f-a1b7-8f7ab51d5583.mp3,Other,Other,Neutral,Other
Love Me Again,John Newman,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/e78e095c-97a8-4489-af2b-e273ef27854a.mp3,Romantic,Romantic,Romantic,Romantic
Give Me Everything,Pitbull | Ne-Yo | Afrojack | Nayer,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/0abf9017-423b-4a0a-b53f-c35650f67ad5.mp3,Other,Other,Neutral,Other
We Are One,Pitbull ,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/12b56222-40ab-49b1-9e56-0bca99e9b6ad.mp3,Other,Other,Neutral,Other
Waiting For Love,Avicii,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/4f95f844-b381-43b2-99f0-76d0b08781c0.mp3,Romantic,Romantic,Romantic,Romantic
Firestone,Kygo,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/78e02e15-1496-4b06-95d6-3299d16152c6.mp3,Other,Other,Neutral,Other
Blame,Calvin Harris,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/683febc9-e86c-470d-b761-d0cd39a6832f.mp3,Other,Other,Neutral,Other
Don't You Worry Child,Swedish House Mafia ft. John Martin,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8dbae274-2a04-4544-9fdf-ec55dc9c77f0.mp3,Other,Other,Neutral,Other
The Heart Wants What It Wants,Selena Gomez,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/a57ee636-d02a-43f9-a678-7b7bb821f135.mp3,Other,Other,Neutral,Other
Moves Like Jagger,Maroon 5 | Christina Aguilera,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c140a6b7-9f23-4544-89cf-eae4a373da0c.mp3,Other,Other,Neutral,Other
 The Reason,Hoobastank,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/027b0788-b603-44bc-a975-6361e44fecec.mp3,Other,Other,Neutral,Other
Animals,Maroon 5,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/229426af-450c-43e8-89b7-5f45b63f80e5.mp3,Other,Other,Neutral,Other
Mirrors,Justin Timberlake,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/45885e50-13ef-41ed-9ae4-64892629d907.mp3,Other,Sad,Sad,Sad
Send My Love,Adele,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ed5f9280-fe48-46fd-9146-7b6ea236cccc.mp3,Romantic,Romantic,Romantic,Romantic
One Thing,One Direction,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/588d0b76-86fe-4ec8-b2a4-fb0adc9000b7.mp3,Other,Other,Neutral,Other
Viva La Vida ,Coldplay,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/ba0c7210-820e-4d9e-9f0e-e4e6d2cba6b7.mp3,Other,Other,Neutral,Other
 Locked Out Of Heaven,Bruno Mars,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/33cb8fbc-dd19-4803-95b4-7bb2210fc694.mp3,Other,Other,Neutral,Other
It Will Rain,Bruno Mars,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/39d5eee0-68e3-4a6a-ba93-8e10f2d37735.mp3,Other,Other,Neutral,Other
We Are Never Ever Getting Back Together,Taylor Swift,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/3cab561e-2c1e-4c81-a53c-2a462d23ceda.mp3,Other,Other,Neutral,Other
A Sky Full Of Stars,Coldplay,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/f45e1f68-0cb0-4b6f-8f00-1f6aef3ba506.mp3,Other,Other,Neutral,Other
I Don’t Wanna Live Forever,ZAYN | Taylor Swift,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/c38b77a9-3e63-48f0-934d-447e20cf556e.mp3,Other,Other,Neutral,Other
Here Without You,3 Doors Down,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/72bf4627-bf74-4ab8-8b69-bf88c27e35d7.mp3,Other,Other,Neutral,Other
Payphone,Maroon 5,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/98e9c549-850c-4f04-a88b-9b899b7bac81.mp3,Other,Other,Neutral,Other
Stolen Dance,Milky Chance,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/4682c7fe-2f88-4104-8e1a-eb09a32989bb.mp3,Party,Party,Energetic,Party
I'm Yours,Jason Mraz,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/e0e88da8-0c3b-47b6-b0f4-c1e53c0e6aa5.mp3,Other,Other,Neutral,Other
Set Fire To The Rain,Adele,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/65bb53f2-3ae0-4702-b8d4-1969daa4c5c6.mp3,Other,Other,Neutral,Other
Pompeii,Bastille,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/8d2688a3-5e56-4273-ad5b-4a89925502a5.mp3,Other,Other,Neutral,Other
Eastside,benny blanco | Halsey & Khalid,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/2fea72a2-9674-4f46-9740-33fbebffb9d9.mp3,Other,Other,Neutral,Other
Unconditionally,Katy Perry,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/78aea11e-96c5-4437-b92b-13e722f8ead8.mp3,Other,Other,Neutral,Other
Cups,Anna Kendrick,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/7beb903c-7fc2-40eb-bd00-441713a54499.mp3,Other,Other,Neutral,Other
Outside,Calvin Harris | Ellie Goulding,https://work-pool.blr1.digitaloceanspaces.com/socialMedia_songs/0051e187-1a10-40a3-b4e0-c114d8d28fde.mp3,Other,Other,Neutral,Other
